year,location,sector_code,sector,carbon_monoxide,carbon_dioxide,methane,nitrous_oxide,nitrogen_oxides,non-methane_volatile_organic_compounds,hfc-23,hfc-32,hfc-41,hfc-43-10mee,hfc-125,hfc-134,hfc-134a,hfc-143,hfc-143a,hfc-152a,hfc-227ea,hfc-236fa,hfc-245ca,unspecified_mix_of_hfcs,cf4,c2f6,c3f8,c4f10,c-c4f8,c5f12,c6f14,sulphur_hexafluoride,sulphur_dioxide,hfc-245fa,hfc-365mfc,black_carbon,pm_2.5,pm_10,carbon_dioxide_equivalent_-_ar5,other_-_ar5,hydrofluorocarbons_-_ar5,perfluorocarbons_-_ar5,carbon_dioxide_-_ar5,methane_-_ar5,nitrous_oxide_-_ar5,sulphur_hexafluoride_-_ar5,carbon_dioxide_equivalent_confidential_-_ar5,hfc-23_-_ar5,hfc-32_-_ar5,hfc-41_-_ar5,hfc-43-10mee_-_ar5,hfc-125_-_ar5,hfc-134_-_ar5,hfc-134a_-_ar5,hfc-143_-_ar5,hfc-143a_-_ar5,hfc-152a_-_ar5,hfc-227ea_-_ar5,hfc-236fa_-_ar5,hfc-245ca_-_ar5,unspecified_mix_of_hfcs_-_ar5,cf4_-_ar5,c2f6_-_ar5,c3f8_-_ar5,c4f10_-_ar5,c-c4f8_-_ar5,c5f12_-_ar5,c6f14_-_ar5,other_perfluorocarbons_-_ar5,hfc-245fa_-_ar5,hfc-365mfc_-_ar5
1992,Australia,1,Energy,5471.44,265474.92,1325.9,6.9,1576.93,805.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.76,NA,NA,NA,NA,NA,304429.62,NA,NA,NA,265474.92,37125.15,1829.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Australia,2,Industrial Processes,10.49,18286.6,3.29,3.73,39.31,204.01,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.07,NA,NA,NA,NA,NA,0.01,1097.34,NA,NA,NA,NA,NA,24890.26,5523.21,1116.99,4140.18,18286.6,92.13,988.34,266.04,NA,1116.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400.75,739.42,NA,NA,NA,NA,NA,NA,NA,NA
1992,Australia,3,Agriculture,414.51,689.81,2748,40.03,25.27,24.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88240.59,NA,NA,NA,689.81,76943.97,10606.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Australia,5,Waste,NA,73.63,774.01,1.11,NA,341.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22039.52,NA,NA,NA,73.63,21672.29,293.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Australia,1,Energy,5609.02,269537.7,1290.89,7.36,1615.89,812.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557.51,NA,NA,NA,NA,NA,307633.67,NA,NA,NA,269537.7,36144.84,1951.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Australia,2,Industrial Processes,10.28,18492.86,3.33,4.72,38.5,219.8,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.05,NA,NA,NA,NA,NA,0.01,1184.87,NA,NA,NA,NA,NA,24636.48,4800.48,1533.14,2981.97,18492.86,93.23,1249.9,285.37,NA,1533.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2449.4,532.57,NA,NA,NA,NA,NA,NA,NA,NA
1993,Australia,3,Agriculture,501.3,767.03,2664.32,40.14,29.98,29.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86004.15,NA,NA,NA,767.03,74600.93,10636.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Australia,5,Waste,NA,73.76,767.24,1.14,NA,330.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21857.69,NA,NA,NA,73.76,21482.77,301.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Australia,1,Energy,5678.87,272316.75,1220.07,7.65,1609.28,815.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.84,NA,NA,NA,NA,NA,308506.49,NA,NA,NA,272316.75,34161.95,2027.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Australia,2,Industrial Processes,11.42,20436.72,3.72,4.66,42.8,227.09,0.07,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0.24,0.03,NA,NA,NA,NA,NA,0.01,1211.53,0,0,NA,NA,NA,24890.5,3113.85,862.49,1946.68,20436.72,104.13,1235.79,304.68,NA,860.37,0.06,NA,NA,0.65,0,0.74,NA,0.61,0,0.02,0.01,NA,NA,1599.01,347.67,NA,NA,NA,NA,NA,NA,0.02,0.01
1994,Australia,3,Agriculture,572.59,868.78,2648.47,41.37,34.5,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85989.36,NA,NA,NA,868.78,74157.06,10963.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Australia,5,Waste,NA,73.89,739.53,1.14,NA,327.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21082.67,NA,NA,NA,73.89,20706.95,301.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Australia,1,Energy,5766.15,283304.24,1270.3,8.08,1652.92,828.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.66,NA,NA,NA,NA,NA,321014.97,NA,NA,NA,283304.24,35568.28,2142.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Australia,2,Industrial Processes,9.45,20699.38,3.93,4.66,20.38,229.92,0.06,0,NA,0,0.02,0,0.06,NA,0,NA,0,0,NA,NA,0.17,0.02,NA,NA,NA,NA,NA,0.01,1096.81,NA,NA,NA,NA,NA,24653.68,2609.8,907.05,1376.83,20699.38,110.15,1234.35,325.92,NA,761.94,0.72,NA,0.03,61.33,0.02,71.92,NA,8.89,NA,2.2,0,NA,NA,1130.93,245.9,NA,NA,NA,NA,NA,NA,NA,NA
1995,Australia,3,Agriculture,332.18,919.4,2542.87,38.12,19.75,19.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82221.64,NA,NA,NA,919.4,71200.37,10101.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Australia,5,Waste,NA,79.58,737.34,1.15,NA,310.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21028.68,NA,NA,NA,79.58,20645.64,303.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Australia,1,Energy,5762.2,289905.08,1260.99,8.41,1670.2,825.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.51,NA,NA,NA,NA,NA,327441.6,NA,NA,NA,289905.08,35307.85,2228.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Australia,2,Industrial Processes,11.64,20976.97,4.02,5.21,43.7,217.62,0,0,NA,0,0.05,0,0.14,NA,0,NA,0,0,NA,NA,0.16,0.02,NA,NA,NA,NA,NA,0.01,1166.97,NA,NA,NA,NA,NA,24398.42,1927.05,360.57,1268.5,20976.97,112.49,1381.91,297.97,NA,0.21,1.8,NA,0.07,152.3,0.06,178.6,NA,22.07,NA,5.47,0,NA,NA,1041.95,226.55,NA,NA,NA,NA,NA,NA,NA,NA
1996,Australia,3,Agriculture,507.91,945.55,2589.58,41.44,30.72,29.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84434.45,NA,NA,NA,945.55,72508.18,10980.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Australia,5,Waste,NA,58.12,673.09,1.18,NA,291.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19215.99,NA,NA,NA,58.12,18846.47,311.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Australia,1,Energy,5668.63,298072.48,1367.16,8.83,1717.08,799.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.64,NA,NA,NA,NA,NA,338694.1,NA,NA,NA,298072.48,38280.54,2341.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Australia,2,Industrial Processes,11.65,21028.08,3.93,5.38,43.72,227.56,0,0,NA,0,0.08,0,0.23,NA,0.01,NA,0,0,NA,NA,0.14,0.02,NA,NA,NA,NA,NA,0.01,1186.93,NA,NA,NA,NA,NA,24551.13,1987.28,607.72,1104.59,21028.08,110.15,1425.62,274.96,NA,0.35,3.03,NA,0.11,256.69,0.1,301.01,NA,37.2,NA,9.21,0,NA,NA,907.32,197.28,NA,NA,NA,NA,NA,NA,NA,NA
1997,Australia,3,Agriculture,617.15,1153.69,2606.08,43.53,37.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85659.73,NA,NA,NA,1153.69,72970.35,11535.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Australia,5,Waste,NA,27.97,662.91,1.23,NA,298.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18915.72,NA,NA,NA,27.97,18561.36,326.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Australia,1,Energy,5373.81,311277.99,1375.6,9.41,1759.45,799.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.63,NA,NA,NA,NA,NA,352287.5,NA,NA,NA,311277.99,38516.86,2492.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Australia,2,Industrial Processes,11.16,21439.65,4.11,5.71,41.93,223.73,0,0.01,NA,0,0.11,0,0.32,NA,0.01,NA,0,0,NA,NA,0.19,0.02,NA,NA,NA,NA,NA,0.01,1117.28,NA,NA,NA,NA,NA,25661.9,2593.47,852.42,1493.46,21439.65,115.11,1513.67,247.58,NA,0.5,4.25,NA,0.15,360.06,0.14,422.21,NA,52.18,NA,12.92,0,NA,NA,1226.74,266.73,NA,NA,NA,NA,NA,NA,NA,NA
1998,Australia,3,Agriculture,556.07,1328.72,2597.84,42.91,33.67,32.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85439.02,NA,NA,NA,1328.72,72739.6,11370.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Australia,5,Waste,NA,28.08,629.59,1.27,NA,281.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17992.45,NA,NA,NA,28.08,17628.4,335.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Australia,1,Energy,5191.65,319803,1267,9.8,1785.75,770.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.97,NA,NA,NA,NA,NA,357875.15,NA,NA,NA,319803,35475.96,2596.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Australia,2,Industrial Processes,11.72,22143.53,3.84,5.55,44.12,224.19,0,0.01,NA,0,0.17,0,0.49,NA,0.02,NA,0.01,0,NA,NA,0.13,0.02,NA,NA,NA,NA,NA,0.01,1193.85,NA,NA,NA,NA,NA,26247.42,2525.23,1282.99,1024.47,22143.53,107.46,1471.19,217.78,NA,0.75,6.39,NA,0.23,541.92,0.21,635.48,NA,78.54,NA,19.45,0.01,NA,NA,841.5,182.97,NA,NA,NA,NA,NA,NA,NA,NA
1999,Australia,3,Agriculture,600.37,1512.9,2577.08,44.22,37.01,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85390.61,NA,NA,NA,1512.9,72158.36,11719.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Australia,5,Waste,NA,28.78,632.83,1.29,NA,275.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18090.46,NA,NA,NA,28.78,17719.13,342.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Australia,7,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Australia,1,Energy,4845.35,326371.72,1357.03,10.18,1820.87,753.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.08,NA,NA,NA,NA,NA,367066.97,NA,NA,NA,326371.72,37996.85,2698.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Australia,2,Industrial Processes,9.07,21534.55,3.47,5.89,21.61,236.43,0,0.01,NA,0,0.2,0,0.58,NA,0.02,NA,0.01,0,NA,NA,0.14,0.02,NA,NA,NA,NA,NA,0.01,1665.49,NA,NA,NA,NA,NA,26082.79,2890.03,1513.5,1157.58,21534.55,97.15,1561.06,218.95,NA,0.88,7.54,NA,0.27,639.29,0.25,749.65,NA,92.66,NA,22.94,0.01,NA,NA,950.84,206.74,NA,NA,NA,NA,NA,NA,NA,NA
2000,Australia,3,Agriculture,532.43,1701.12,2666.03,46.67,32.87,31.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88717.85,NA,NA,NA,1701.12,74648.88,12367.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Australia,5,Waste,NA,27.66,609.65,1.32,NA,251.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17447.27,NA,NA,NA,27.66,17070.24,349.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
